Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Open Date,Latitude,Longitude,lat,lon,year,month
"Grong, Norway","by hotel Vertshuset, FV 391",Grong,Tr鴑delag,7870,Norway,12,150.0,"64.464913, 12.316532",45,2014-11-19,64.464913,12.316532,64.464913,12.316532,2014,11
"Hopewell Centre, Hong Kong","Hopewell Centre, 183 Queen抯 Road East",Hong Kong,Hong Kong,,China,13,250.0,"22.274495, 114.171429",73,2014-07-23,22.274495,114.171429,22.274495,114.171429,2014,7
"Edinburgh, UK",Edinburgh Airport,Edinburgh,Scotland,EH28 8AU,United Kingdom,2,150.0,"55.945361, -3.366667",32,2014-09-30,55.945361,-3.366667,55.945361,-3.366667,2014,9
"Irschenberg, Germany",Wendling 14,Irschenberg,Bavaria,83737,Germany,9,250.0,"47.826777, 11.898642",681,2014-08-27,47.826777,11.898642,47.826777,11.898642,2014,8
"Canmore, AB",1719 Bow Valley Trail,Canmore,AB,T1W 1L7,Canada,4,150.0,"51.100208, -115.359179",1320,2015-03-11,51.100208,-115.359179,51.100208,-115.359179,2015,3
"Big Timber, MT",228 Big Timber Loop Rd,Big Timber,MT,59011,USA,4,150.0,"45.836201, -109.943317",1246,2014-10-22,45.836201,-109.943317,45.836201,-109.943317,2014,10
"Lake Charles, LA",1772 W Prien Lake Rd,Lake Charles,LA,70601,USA,6,150.0,"30.199071, -93.248782",3,2014-12-21,30.199071,-93.248782,30.199071,-93.248782,2014,12
"Nara - Kashihara, Japan","Aeon Mall, 7-20-1 Magarigawacho, Kashihara City, Nara",Kashihara,Nara,,Japan,4,250.0,"34.506752, 135.761431",62,2023-05-23,34.506752,135.761431,34.506752,135.761431,2023,5
"Deerfield Beach, FL",20 SW 12th Ave,Deerfield Beach,FL,33442,USA,8,250.0,"26.317736, -80.119643",4,2020-02-25,26.317736,-80.119643,26.317736,-80.119643,2020,2
"Fort Drum, FL",184 Florida's Turnpike,Okeechobee,FL,34972,USA,10,150.0,"27.601444, -80.822187",16,2014-11-26,27.601444,-80.822187,27.601444,-80.822187,2014,11
"Lanzhou - Wuyue Plaza, China","B1, Wuyue Plaza, 252 Yintan Road, Anning District, Lanzhou City, Gansu",Lanzhou,Gansu,,China,3,250.0,"36.098379, 103.708141",1535,2023-05-25,36.098379,103.708141,36.098379,103.708141,2023,5
"Country Club Hills, IL",4201 167th St,Country Club Hills,IL,60478,USA,8,150.0,"41.584927, -87.721062",205,2014-11-08,41.584927,-87.721062,41.584927,-87.721062,2014,11
"Changsha - Haobska Hotel, China","Hopesky Hotel, No.198 Xiangfu middle Rd, Tianxin District",Changsha,Hunan,,China,4,120.0,"28.11254, 112.9953589",14,2014-10-14,28.11254,112.9953589,28.11254,112.9953589,2014,10
"Changsha - Sunstar City, China","Fountain Valley, No.699 Qingzhuhu Rd, Kaifu District",Changsha,Hunan,,China,6,120.0,"28.347987, 112.97953",57,2014-10-14,28.347987,112.97953,28.347987,112.97953,2014,10
"Dalian - Fisherman's Wharf, China","Fisherman's Wharf, No.66 Binhai east Rd, Zhongshan District",Dalian,Liaoning,,China,4,120.0,"38.87639, 121.68571",34,2014-10-19,38.87639,121.68571,38.87639,121.68571,2014,10
"Revelstoke, BC",1925 Laforme Blvd,Revelstoke,BC,BC V0E,Canada,4,150.0,"51.009594, -118.218857",451,2014-12-30,51.009594,-118.218857,51.009594,-118.218857,2014,12
"Salamanca, NY",777 Seneca Allegany Blvd,Salamanca,NY,14779,USA,8,120.0,"42.153067, -78.747726",429,2019-01-31,42.153067,-78.747726,42.153067,-78.747726,2019,1
"Windsor, ON",4150 Walker Rd,Windsor,ON,N8W 3T5,Canada,8,250.0,"42.25969, -82.96524",192,2023-03-21,42.25969,-82.96524,42.25969,-82.96524,2023,3
"Lynnwood, WA",2902 164th St SW,Lynnwood,WA,98087,USA,10,72.0,"47.846712, -122.271391",131,2018-01-20,47.846712,-122.271391,47.846712,-122.271391,2018,1
"Hirschberg, Germany",Goldbeckstra遝 1A,Hirschberg,Baden-W黵ttemberg,69493,Germany,8,150.0,"49.507337, 8.637361",98,2014-11-13,49.507337,8.637361,49.507337,8.637361,2014,11
"Denver, CO",4310 Airport Way,Denver,CO,80239,USA,10,150.0,"39.775259, -104.794674",1641,2014-11-08,39.775259,-104.794674,39.775259,-104.794674,2014,11
"Vierum鋕i, Finland",Tervalammentie 1,Vierum鋕i,P鋓j鋞-H鋗e,19110,Finland,8,125.0,"61.111599, 25.928814",144,2015-12-18,61.111599,25.928814,61.111599,25.928814,2015,12
"Tours, France",19 Quai de la Loire Rochecorbon,Rochecorbon,Centre-Val de Loire,37210,France,8,150.0,"47.407325, 0.744827",66,2014-10-11,47.407325,0.744827,47.407325,0.744827,2014,10
"Archamps, France","Archamps Technopole, Route de Chosal",Archamps,Auvergne-Rh鬾e-Alpes,74160,France,8,150.0,"46.136917, 6.124306",507,2014-09-30,46.136917,6.124306,46.136917,6.124306,2014,9
"Sundsvall, Sweden",Gillebergsgatan 1,Sundsvall,Medelpad,85630,Sweden,8,150.0,"62.398404, 17.338877",17,2014-11-19,62.398404,17.338877,62.398404,17.338877,2014,11
"London - Westfield White City, UK",Westfield Shopping Town,London,England,W12 7GD,United Kingdom,24,150.0,"51.507888, -0.221972",9,2014-10-16,51.507888,-0.221972,51.507888,-0.221972,2014,10
"Reading, UK",250 S Oak Way,Reading,England,RG2 6UG,United Kingdom,4,150.0,"51.420611, -0.988028",40,2014-10-01,51.420611,-0.988028,51.420611,-0.988028,2014,10
"London - Croydon, UK","Airport House, Purley Way, Croydon",Croydon,England,CR0 0XZ,United Kingdom,8,250.0,"51.3566659, -0.1168213",63,2022-07-26,51.3566659,-0.1168213,51.3566659,-0.1168213,2022,7
"Achern, Germany",Euro-Rastpark Achern Am Achernsee 1,Achern,Baden-W黵ttemberg,77855,Germany,6,150.0,"48.641373, 8.03762",134,2014-12-14,48.641373,8.03762,48.641373,8.03762,2014,12
"Denton, TX",2710 W University Dr,Denton,TX,76201,USA,6,150.0,"33.231403, -97.166419",212,2015-11-04,33.231403,-97.166419,33.231403,-97.166419,2015,11
"Butte, MT",2900 Harrison Ave,Butte,MT,59701,USA,6,150.0,"45.981226, -112.507161",1666,2014-12-04,45.981226,-112.507161,45.981226,-112.507161,2014,12
"Dubuque, IA",Hy-Vee 400 S Locust St,Dubuque,IA,52003,USA,8,150.0,"42.48773, -90.663624",186,2018-05-02,42.48773,-90.663624,42.48773,-90.663624,2018,5
"Zhengzhou - Zhongxin Zhibao Putian Store, China",500 meters north of cross road of Shangdu Rd and Tan'nan St,Zhengzhou,Henan,,China,4,120.0,"34.745298, 113.798207",85,2014-12-06,34.745298,113.798207,34.745298,113.798207,2014,12
"Chula Vista - Telegraph Canyon Rd, CA",505 Telegraph Canyon Rd,Chula Vista,CA,91910,USA,12,250.0,"32.628946, -117.041103",65,2022-12-04,32.628946,-117.041103,32.628946,-117.041103,2022,12
"Superior, MT",205 E 4th Ave,Superior,MT,59872,USA,4,150.0,"47.192149, -114.888901",835,2014-12-05,47.192149,-114.888901,47.192149,-114.888901,2014,12
"Comber, ON",7018 Industrial Dr,Comber,ON,N0P 1J0,Canada,8,150.0,"42.2387885, -82.5508729",182,2015-03-25,42.2387885,-82.5508729,42.2387885,-82.5508729,2015,3
"Hooksett (north), NH",Interstate 93 N,Hooksett,NH,3106,USA,10,150.0,"43.109587, -71.474575",90,2015-01-20,43.109587,-71.474575,43.109587,-71.474575,2015,1
"West Wendover, NV",810 Wendover Blvd,West Wendover,NV,89883,USA,6,150.0,"40.738399, -114.058998",1335,2015-01-22,40.738399,-114.058998,40.738399,-114.058998,2015,1
"Golden, BC",1200 - 12th Street,Golden,BC,V0A 1H0,Canada,4,150.0,"51.31325, -116.974152",802,2015-02-04,51.31325,-116.974152,51.31325,-116.974152,2015,2
"Fort Washington, PA",1145 Virginia Dr,Fort Washington,PA,19034,USA,8,250.0,"40.139399, -75.172384",59,2023-05-25,40.139399,-75.172384,40.139399,-75.172384,2023,5
"Brooklyn - N 12th Street, NY",113 N 12th St,Brooklyn,NY,11249,USA,4,72.0,"40.721861, -73.956629",6,2017-10-09,40.721861,-73.956629,40.721861,-73.956629,2017,10
"Bristol - Cribbs Causeway, UK","John Lewis, The Mall at Cribbs Causeway",Bristol,England,BS34 5QU,United Kingdom,14,250.0,"51.526694, -2.599806",65,2014-10-28,51.526694,-2.599806,51.526694,-2.599806,2014,10
"Dettelbach, Germany",20 Mainfrankenpark,Dettelbach,Bavaria,97337,Germany,18,150.0,"49.77884, 10.068646",315,2018-12-20,49.77884,10.068646,49.77884,10.068646,2018,12
"Hooksett (south), NH",Interstate 93 S,Hooksett,NH,3106,USA,12,150.0,"43.108363, -71.477625",95,2015-01-15,43.108363,-71.477625,43.108363,-71.477625,2015,1
"Xi'an - High-tech Xintiandi, China","Taihua Jinmao International, Yanta district",Xi'an,Shanxi,,China,12,120.0,"34.225265, 108.887777",410,2014-11-18,34.225265,108.887777,34.225265,108.887777,2014,11
"Modena, Italy",1684 Strada Vignolese,Modena,Emilia-Romagna,41126,Italy,12,150.0,"44.574119, 10.981157",47,2014-11-27,44.574119,10.981157,44.574119,10.981157,2014,11
"Qingdao - Jinmao Bay, China","No.25 Sichuan Rd, Shinan District",Qingdao,Shandong,,China,2,120.0,"36.064564, 120.300291",26,2014-12-01,36.064564,120.300291,36.064564,120.300291,2014,12
"Aosta, Italy - A5 dir. Torino","Localit� Autoporto, 33B",Pollein,Aosta Valley,11020,Italy,6,150.0,"45.737302, 7.372361",544,2015-05-22,45.737302,7.372361,45.737302,7.372361,2015,5
"Hauk錽, Norway",Nordre Brur錽 2,Nyborg,Vestland,5131,Norway,6,150.0,"60.484297, 5.375426",70,2015-02-27,60.484297,5.375426,60.484297,5.375426,2015,2
"Wernberg-K鯾litz, Germany",Keplerstra遝 1,Wernberg-K鯾litz,Bavaria,92533,Germany,10,250.0,"49.532694, 12.134861",391,2014-11-07,49.532694,12.134861,49.532694,12.134861,2014,11
"Warrington, UK","The Park Royal Hotel, Stretton Road",Warrington,England,WA4 4NS,United Kingdom,2,150.0,"53.339515, -2.569358",88,2014-11-16,53.339515,-2.569358,53.339515,-2.569358,2014,11
"Malsfeld, Germany",Dr.-Reimer St 2,Malsfeld,Hesse,34323,Germany,8,150.0,"51.087435, 9.485296",269,2014-12-18,51.087435,9.485296,51.087435,9.485296,2014,12
"Nossen, Germany","Maxi-Autohof Nossen an der A14, Abfahrt 36, Im Industriegebiet 1",Nossen,Saxony,1683,Germany,10,250.0,"51.082468, 13.27406",252,2014-12-10,51.082468,13.27406,51.082468,13.27406,2014,12
"Tokyo - Odaiba, Japan","135-0064 T?ky?-to, K?t?-ku, Aomi, 2 Chome?4?32",Tokyo,,,Japan,4,120.0,"35.617639, 139.776917",19,2014-11-10,35.617639,139.776917,35.617639,139.776917,2014,11
"Marathon, FL",9400 Overseas Hwy,Marathon,FL,33050,USA,4,150.0,"24.725916, -81.047519",1,2015-05-02,24.725916,-81.047519,24.725916,-81.047519,2015,5
"Busan - Namgu IFC, South Korea","133, Jeonpo-daero, Nam-gu, Busan",Busan,Busan,,South Korea,4,120.0,"35.148279, 129.065439",16,2019-12-24,35.148279,129.065439,35.148279,129.065439,2019,12
"Rocklin (SC), CA",4361 Granite Dr,Rocklin,CA,95677,USA,18,150.0,"38.800537, -121.210485",98,2015-02-20,38.800537,-121.210485,38.800537,-121.210485,2015,2
"Chicago - S Pulaski Rd, IL",4433 S Pulaski Rd,Chicago,IL,60632,USA,12,250.0,"41.8133, -87.72189",181,2022-10-31,41.8133,-87.72189,41.8133,-87.72189,2022,10
"Lincoln, NB",415 Nevers Rd,Waasis,NB,E3B 9E1,Canada,8,150.0,"45.851688, -66.560635",23,2018-12-22,45.851688,-66.560635,45.851688,-66.560635,2018,12
"Cyberport, Hong Kong","Cyberport, Telegraph Bay, 100 Cyberport Road",Hong Kong,Hong Kong,,China,6,120.0,"22.26237, 114.130487",6,2014-11-22,22.26237,114.130487,22.26237,114.130487,2014,11
"Jinan - Times Headquarter Base, China","No.15 Lanxiang Rd, Tianqiao Yaoshan Industry Park",Jinan,Shandong,,China,6,120.0,"36.709206, 116.956635",27,2014-12-23,36.709206,116.956635,36.709206,116.956635,2014,12
"Guangzhou - Zhihui Park, China","No. 6 Bohui St, Guangyuan east Rd, Tianhe District",Guangzhou,Guangdong,,China,10,120.0,"23.141028, 113.375964",8,2014-12-30,23.141028,113.375964,23.141028,113.375964,2014,12
"Shanghai - Hopson Xintiandi, China","No.5999 Jiasong Mid Rd, Qingpu District",Shanghai,Shanghai,,China,6,120.0,"31.150778, 121.230195",2,2015-01-01,31.150778,121.230195,31.150778,121.230195,2015,1
"Tooele, UT",1568 East Saddleback Blvd,Tooele,UT,84074,USA,6,150.0,"40.684486, -112.268818",1290,2015-02-25,40.684486,-112.268818,40.684486,-112.268818,2015,2
"Elko, NV",2755 Mountain City Hwy,Elko,NV,89801,USA,6,150.0,"40.836301, -115.790859",1574,2015-02-03,40.836301,-115.790859,40.836301,-115.790859,2015,2
"Lovelock, NV",150 Main St,Lovelock,NV,89419,USA,4,150.0,"40.179476, -118.472135",1213,2015-01-28,40.179476,-118.472135,40.179476,-118.472135,2015,1
"Inyokern, CA",1353 Brown Rd,Inyokern,CA,93527,USA,4,150.0,"35.646461, -117.812629",742,2015-03-20,35.646461,-117.812629,35.646461,-117.812629,2015,3
"San Mateo - Bridgepointe Pkwy, CA",2220 Bridgepointe Pkwy,San Mateo,CA,94404,USA,12,120.0,"37.558546, -122.284614",3,2017-11-01,37.558546,-122.284614,37.558546,-122.284614,2017,11
"Cangzhou - Golden Lion International Hotel, China","No.18, Yingbin Ave, Yunhe District",Cangzhou,Hebei,,China,7,250.0,"38.304617, 116.813319",9,2014-12-30,38.304617,116.813319,38.304617,116.813319,2014,12
"Dedham (SC), MA",840 Providence Highway,Dedham,MA,2026,USA,8,120.0,"42.236417, -71.17825",29,2015-08-08,42.236417,-71.17825,42.236417,-71.17825,2015,8
"Auburn - S College St, AL",110 E University Dr,Auburn,AL,36832,USA,12,250.0,"32.57645, -85.497641",186,2022-05-12,32.57645,-85.497641,32.57645,-85.497641,2022,5
"Kobe, Japan",Port Island Golf Course,Kobe,,9/2/2005,Japan,4,120.0,"34.657031, 135.226048",3,2014-12-23,34.657031,135.226048,34.657031,135.226048,2014,12
"Exeter - Darts Farm, UK",Dart Farm Village,Exeter,England,EX3 0QH,United Kingdom,12,250.0,"50.685442, -3.448837",6,2014-11-30,50.685442,-3.448837,50.685442,-3.448837,2014,11
"Chengdu - High-tech Tesla Center, China","No. 1777 South train station west Rd, Hi-Tech District",Chengdu,Sichuan,,China,4,150.0,"30.588559, 104.029497",487,2014-12-23,30.588559,104.029497,30.588559,104.029497,2014,12
"Busan - Gangseo, South Korea","361-68 Daejeo 1-dong, Gangseo-gu, Busan",Busan,Busan,,South Korea,6,120.0,"35.219392, 128.988331",6,2019-12-24,35.219392,128.988331,35.219392,128.988331,2019,12
"Zhoushan - Haizhongzhou International Hotel, China","No. 338, Donggang Xingpu Ave, Putuo District",Zhoushan,Zhejiang,,China,4,120.0,"29.966773, 122.316121",4,2014-12-30,29.966773,122.316121,29.966773,122.316121,2014,12
"Toulouse, France","By Eurocentre H魌el, Avenue de Saint Guillan",Toulouse,Occitanie,31620,France,8,150.0,"43.769334, 1.361378",113,2014-12-18,43.769334,1.361378,43.769334,1.361378,2014,12
"Nagoya - Hoshigaoka, Japan",Hoshigaoka Terrace 14-14 Hoshigaoka Motomachi,Nayoga-Shi,Aichi,,Japan,8,72.0,"35.160779, 136.984593",62,2020-07-03,35.160779,136.984593,35.160779,136.984593,2020,7
"Guangzhou - Shenglin Building, China","No.68 Yuwotou Avenue, Nansha District",Guangzhou,Guangdong,,China,4,120.0,"22.847557, 113.452776",-1,2014-12-23,22.847557,113.452776,22.847557,113.452776,2014,12
"Nancy, France","8 All閑 de la Geneli鑢e, Hotel Ibis Styles",Nancy,Grand Est,54180,France,8,150.0,"48.638215, 6.184349",247,2014-12-18,48.638215,6.184349,48.638215,6.184349,2014,12
"Charleville M閦i鑢es, France","Rue Louise Michel, Hotel IBIS Charleville-M閦i鑢es,",Villers-Semeuse,Grand Est,8000,France,8,150.0,"49.736827, 4.744083",172,2019-06-10,49.736827,4.744083,49.736827,4.744083,2019,6
"Chamb閞y Barberaz, France",61 Rue de la R閜ublique by La Maison Rouge,Barberaz,Auvergne-Rh鬾e-Alpes,73000,France,4,150.0,"45.56085, 5.949646",288,2016-02-19,45.56085,5.949646,45.56085,5.949646,2016,2
"Incheon - Songdo, South Korea","33-4 Songdo Gwahak-ro 16beon-gil, Incheon 21984",Incheon,Incheon,21984,South Korea,4,120.0,"37.378678, 126.662796",0,2019-12-24,37.378678,126.662796,37.378678,126.662796,2019,12
"Waldlaubersheim, Germany","Euro Rastpark Waldlaubersheim, auf dem Stein 1",Waldlaubersheim,Rhineland-Palatinate,55444,Germany,8,150.0,"49.923972, 7.825736",221,2015-02-25,49.923972,7.825736,49.923972,7.825736,2015,2
"Maidstone, UK","Eclipse Park, Bearsted Rd",Maidstone,England,ME14 3EN,United Kingdom,6,150.0,"51.286224, 0.545783",66,2014-11-27,51.286224,0.545783,51.286224,0.545783,2014,11
"Trondheim, Norway",Haakon VIIs gate,Trondheim,Tr鴑delag,7041,Norway,12,250.0,"63.441783, 10.456979",33,2021-12-17,63.441783,10.456979,63.441783,10.456979,2021,12
"Trinidad, CO",9960 Santa Fe Trail,Trinidad,CO,81082,USA,9,250.0,"37.134228, -104.519962",1933,2015-07-30,37.134228,-104.519962,37.134228,-104.519962,2015,7
"Gapyeong, South Korea","3 Misari-ro, Seorak-myeon, Gapyeong-gun, Gyeonggi-do",Gapyeong,Gyeonggi,,South Korea,6,120.0,"37.686451, 127.49363",63,2019-12-24,37.686451,127.49363,37.686451,127.49363,2019,12
"舝hus (SC), Denmark",Bredskiftevej 20,Aarhus,Midtjylland,8210,Denmark,6,150.0,"56.178223, 10.139406",67,2015-02-06,56.178223,10.139406,56.178223,10.139406,2015,2
"Effingham, IL",1200 North Keller Dr,Effingham,IL,62401,USA,6,150.0,"39.137048, -88.563736",184,2015-03-28,39.137048,-88.563736,39.137048,-88.563736,2015,3
"Regina, SK",2325 Prince of Wales Dr,Regina,SK,S4V 3A4,Canada,8,250.0,"50.442508, -104.531998",578,2019-12-13,50.442508,-104.531998,50.442508,-104.531998,2019,12
"Shaoxing - Tianyuan International, China","Road intersection of Yundong Rd and Meilonghu Rd, Yuecheng District",Shaoxing,Zhejiang,,China,6,120.0,"30.000048, 120.603519",7,2015-02-15,30.000048,120.603519,30.000048,120.603519,2015,2
"Zhuhai Xiangzhou - Yuanguang Software Park, China","No.3 1st Keji Rd, Gangwan Ave",Zhuhai,Guangdong,519085,China,2,120.0,"22.373647, 113.561454",1,2015-01-20,22.373647,113.561454,22.373647,113.561454,2015,1
"Redondo Beach, CA",2410 Marine Ave,Redondo Beach,CA,90278,USA,8,150.0,"33.894294, -118.367379",21,2015-01-20,33.894294,-118.367379,33.894294,-118.367379,2015,1
"Shamrock, TX",107 East 12th St,Shamrock,TX,79079,USA,6,150.0,"35.226765, -100.24836",704,2015-02-20,35.226765,-100.24836,35.226765,-100.24836,2015,2
"Weatherford, OK",1301 N Airport Rd by Lucille's Roadhouse,Weatherford,OK,73096,USA,6,150.0,"35.53859, -98.66012",485,2015-03-11,35.53859,-98.66012,35.53859,-98.66012,2015,3
"Tucumcari, NM",2624 South Adams St,Tucumcari,NM,88401,USA,6,150.0,"35.153963, -103.722539",1253,2015-04-21,35.153963,-103.722539,35.153963,-103.722539,2015,4
"Santa Rosa, NM",2516 Historic Rt 66,Santa Rosa,NM,88435,USA,6,150.0,"34.947013, -104.647997",1440,2015-03-13,34.947013,-104.647997,34.947013,-104.647997,2015,3
"Wichita, KS",4760 S Broadway St,Wichita,KS,67216,USA,6,150.0,"37.60878, -97.33314",388,2015-01-21,37.60878,-97.33314,37.60878,-97.33314,2015,1
"St. Charles, MO",2021 Zumbehl Rd,St. Charles,MO,63303,USA,5,150.0,"38.782139, -90.532862",149,2015-04-15,38.782139,-90.532862,38.782139,-90.532862,2015,4
"Council Bluffs, IA",3815 Metro Dr,Council Bluffs,IA,51501,USA,8,150.0,"41.220935, -95.835622",299,2015-03-11,41.220935,-95.835622,41.220935,-95.835622,2015,3
"Affi, Italy","Highway A22, Via S. Pieretto, 27",Affi,Veneto,37010,Italy,24,250.0,"45.551296, 10.787143",189,2016-02-06,45.551296,10.787143,45.551296,10.787143,2016,2
"Leinstrand-Klett, Norway",S鴕avegen 4,Leinstrand,Tr鴑delag,7083,Norway,18,150.0,"63.325319, 10.305137",32,2015-02-02,63.325319,10.305137,63.325319,10.305137,2015,2
"Cupertino, CA",19500 Vallco Parkway,Cupertino,CA,95014,USA,10,150.0,"37.324372, -122.009179",55,2018-03-29,37.324372,-122.009179,37.324372,-122.009179,2018,3
"Albany, GA",2825 Ledo Rd,Albany,GA,31707,USA,12,250.0,"31.62396, -84.215788",75,2022-08-12,31.62396,-84.215788,31.62396,-84.215788,2022,8
"Auburn, AL",1627 Opelika Rd,Auburn,AL,36830,USA,6,150.0,"32.627837, -85.445105",222,2014-12-23,32.627837,-85.445105,32.627837,-85.445105,2014,12
"Mojave - 16940 Hwy 14, CA",Anthony's Grill 16940 California 14 Hwy 14,Mojave,CA,93501,USA,12,250.0,"35.068595, -118.174576",866,2015-03-27,35.068595,-118.174576,35.068595,-118.174576,2015,3
"Hanam, South Korea","750 Misa-daero, Hanam-si, Gyeonggi-do",Hanam,Gyeonggi,12942,South Korea,6,120.0,"37.545551, 127.223682",25,2019-12-24,37.545551,127.223682,37.545551,127.223682,2019,12
"Lexington, KY",2155 Paul Jones Way,Lexington,KY,40509,USA,20,250.0,"38.017955, -84.420664",310,2015-01-30,38.017955,-84.420664,38.017955,-84.420664,2015,1
"Independence, MO",18001 Bass Pro Dr,Independence,MO,64055,USA,6,150.0,"39.040814, -94.369265",245,2015-02-17,39.040814,-94.369265,39.040814,-94.369265,2015,2
"Dongguan - Huiyicheng Experience Store, China","The First International City, No. 200, Hongfu Road, Nancheng District, Dongguan",Dongguan,Guangdong,,China,9,250.0,"23.014159, 113.76176",32,2022-09-11,23.014159,113.76176,23.014159,113.76176,2022,9
"London - West Drayton, UK","West London Tesla Service Center, Park House, Horton road",London,England,UB7 8HZ,United Kingdom,5,150.0,"51.511647, -0.461166",30,2015-07-16,51.511647,-0.461166,51.511647,-0.461166,2015,7
"Winchester - Norton Park, UK",Norton Park,Winchester,England,SO21 3NB,United Kingdom,2,150.0,"51.16725, -1.328024",90,2015-01-20,51.16725,-1.328024,51.16725,-1.328024,2015,1
"Northampton - Grange Park, UK","Grange Park, Junction 15, M1 Loake Close",Northampton,England,NN4 5EZ,United Kingdom,6,150.0,"52.185729, -0.89127",81,2014-12-19,52.185729,-0.89127,52.185729,-0.89127,2014,12
"Hamburg, Hotel Lindtner, Germany","Hotel Lindtner, Heimfelder Stra遝 123",Hamburg,Hamburg,21075,Germany,4,150.0,"53.460761, 9.939778",61,2015-03-20,53.460761,9.939778,53.460761,9.939778,2015,3
"San Mateo, CA",1200 Park Pl,San Mateo,CA,94403,USA,8,150.0,"37.544632, -122.290188",3,2015-07-10,37.544632,-122.290188,37.544632,-122.290188,2015,7
"Las Vegas, NM",2500 N Grand Ave,Las Vegas,NM,87701,USA,6,150.0,"35.622007, -105.20541",1971,2015-09-14,35.622007,-105.20541,35.622007,-105.20541,2015,9
